Name,Price,Depreciation,Reg_Date,Total_Days_COE,M_Date,Mileage ,Transmission,Engine_Cap,Road_Tax,Power,CurbWeight,features,accessories,description,coe,omv,arf,deregValue,noOfOwners,typeOfVeh,category,availability
Audi Q5 2.0A TFSI Quattro Panoramic Roof,179000,17120,26-Sep-17,3202,2017,"5,600 km ",Auto,1984,1194,185.0 kW (248 bhp) View specs of the Audi Q5 (2017),1795,2.0 Litre Four Cylinder Turbocharged Petrol Engine Producing 185kW Of Power And 370Nm Of Torque Mated To A Seven Speed Dual Clutch Automatic Gearbox.,"Premium Leather Seats, Original 19 Inch Sports Rims, All Around Sensors, 12.3"" Screen Display, Satellite Navigation, Stop/Start System. Panamoric","As Good As Brand New! Premium Automobiles Unit With 5 Years Warranty, Unlimited Mileage. High Loan And Trade In Available. Viewing By Appointment Only. Consignment Unit.",49000,46417,56984,85804,1,SUV,"PARF Car, Premium Ad Car, Low Mileage Car",TRUE
Volvo S60 Diesel D2,73800,10490,12-Feb-15,2249,2014,"70,000 km ",Auto,1560,1244,84.0 kW (112 bhp) View specs of the Volvo S60 Diesel (2013-2017),1549,"Fuel Efficient 1.6L Turbo Diesel Engine, 6 Speed Auto Transmission, Electric Park Brake, Multi Function Steering Wheel, ABS.","Premium Leather Seats, Cruise Control, Electric Front Seats. Auto Head Lights. Parking Sensors. AUX/USB. Airbags. LED Day Running Lights.","Maintained By Only 1 Previous Owner. Agent Maintained With Wearnes! Original Paintwork/Interior. Fantastic Fuel Efficiency! High Trade In Available, 100% Fast Approved Loan, Hurry Call Now.",62002,29416,18183,51892,1,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
Volkswagen Jetta GP 1.4A TSI,72800,7970,22-Dec-16,2928,2015,"36,745 km ",Auto,1390,620,90.0 kW (120 bhp) View specs of the Volkswagen Jetta (2011-2017),1417,"Responsive 1.4L 4-Cylinder Inline TSI Turbocharger Engine, 120Bhp, 7-Speed (A) DSG Transmission. Fog Lamps. Airbags. Traction Control.","Factory Fitted Audio System, Navigation, Bluetooth Telephony, USB/DVD/SD/CD. 3M Solar Film. Rear Aircon. Knockdown Rear Seats. Reverse Camera/Sensor.","$2,000 Republic Auto Warranty Workshop Credits. 3-Year Warranty By Agent VSG Till 21-Dec 2019. Full Service History, Next Free Service Package In Jun 2019. Well Maintained By 1 Owner, Excellent Condition. Extremely Fuel Efficient, Most Value For Money Continental Sedan. Eligible For Up To 70% Loan. Call/SMS For Viewing Appointment.",48000,17705,17705,51810,1,Mid-Sized Sedan,PARF Car,TRUE
BMW 6 Series 640i Cabriolet,105800,20940,14-Mar-12,1185,2011,"105,000 km ",Auto,2979,2362,235.0 kW (315 bhp) View specs of the BMW 640i,1915,"3.0L Inline 6 Cylinder, Twin Power Turbocharged Engine Producing 315Hp And 450Nm. Top Speed 250 Km/H. 0 To 100Km/H 5.5 Secs.","Multi Function Steering Wheel, Keyless Engine Start, Auto Headlights, Rain Sensing Wipers, Electrical Retractable Side Mirrors, Paddle Shifters.","Bluetooth Interface, Reverse Camera, Cruise Control, Electric Park Brake Button, Reverse Sensors. Well Maintained In Pristine Condition. Trade In Welcome. 10% Down Payment Scheme Available. Peace Of Mind Buying From Eurokars Pre-Owned Centre. Please Call For Appointment Only.",78000,75525,75525,74436,4,Sports Car,PARF Car,TRUE
Mercedes-Benz E-Class E250 Avantgarde,145800,18360,13-May-15,2339,2013,"43,000 km ",Auto,1991,1202,155.0 kW (207 bhp) View specs of the Mercedes-Benz E-Class Saloon (2013-2016),1680,"Powered By 2L 4 Cylinder Turbocharged Engine Producing 207BHP, 7G-Tronic Plus Automatic Transmission With Paddle Shifts, Keyless Entry/ Start Stop.","Parktronic Sensors, Reverse Camera, Bluetooth, Factory Audio System, Memory Seats, Auto Tailgate, Multi Function Steering Control.","1 Owner. Low Mileage. PI Unit. 100% Accident Free. High COE. High PARF. Like New. Highest Trade In With High Loan, In House Loan. Max Loan Tenure Up To 90%. Test Drive Today.",71921,52193,55948,88109,1,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
Porsche Cayenne GTS 4.8A Tip,132000,59220,18-Mar-10,459,2009,"76,000 km ",Auto,4806,5210,298.0 kW (399 bhp) View specs of the Porsche Cayenne (2007-2010),2320,"V8 Engine, BHP: 399, Torque: 750 Nm, 0 To 100 Km/H: 6.5 Sec, Top Speed : 251km/h","Multi-Function Steering Wheel, Cruise Control, Bluetooth Interface, Remote Boot Release, Auto Climate Control Aircon, Leather Seats.",Well Maintained. Easy In-House Financing Available. Check With Our Friendly Consultants For More Information!Price Inclusive Of GST.,27590,114722,114722,66574,4,SUV,"PARF Car, Low Mileage Car",TRUE
Porsche Boxster S 3.4A PDK Black Edition,148000,35020,3-Jan-12,1115,2011,"37,000 km ",Auto,3436,3068,235.0 kW (315 bhp) View specs of the Porsche Boxster (2005-2012),1455,"3.4L Flat 6-cylinder, BHP: 315, Torque: 360 Nm. 0 To 100Km/H At 5.0 Second.","Soft Top Convertible, Auto Climate Control Aircon, Leather Seats, Leather Steering Wheel, Upgraded Rims.","52/987 Unit. Black Edition, Low Mileage Done, Well Maintained. Easy In-House Financing. Check With Our Friendly Consultants For Viewing! Price Inclusive Of GST.",77000,81841,81841,76740,2,Sports Car,"PARF Car, Low Mileage Car",TRUE
Rolls-Royce Ghost Series II,1380000,125310,1-Aug-17,3148,2015,200 km ,Auto,6592,8004,420.0 kW (563 bhp) View specs of the Rolls-Royce Ghost (2010-2015),2360,"Smoky Quartz Exterior With Silver Twin Coachline, Dark Spice/ Seashell Interior. Walnut Burr Veneer. Comfort Entry System, TV Tuner, Picnic Tables.",Contrast RR Monogram To All Headrests Front And Rear Ventilated Seats Individual Seat Configuration Rear Theatre Configuration,"Also Includes Lambswool Footmats, Leather Headlining, Camera System 20"" Alloy Wheels, Chromed Visible Exhausts, Seat Piping In Seashell, Coloured Steering Wheel In Dark Spice, Treadplates Rolls-Royce, SOE Inlay To Door Cappings. Rolls-Royce Provenance Approved Pre-Owned. Minimum 2 Years Provenance Warranty And Complimentary Service By Official Distributor Rolls-Royce Motor Cars Singapore.",50526,346570,595826,490502,1,Luxury Sedan,"PARF Car, Rare & Exotic, Low Mileage Car",TRUE
Rolls-Royce Wraith,1280000,107710,17-Aug-17,3163,2015,180 km ,Auto,6592,8004,465.0 kW (623 bhp) View specs of the Rolls-Royce Wraith (2013),2360,Exterior: Upper Two-tone: Metropolitan Blue/English White Interior: Navy Blue. Includes Comfort Entry System.,RR Monogram To All Headrests Front Ventilated Seats Front Massage Seats Seat Piping Coloured Steering Wheel SoE Inlays To Monitor Lid.,Rolls-Royce Provenance Approved Pre-owned. Minimum 2 Years Provenance Warranty And Complimentary Service By Official Distributor: Rolls-Royce Motor Cars Singapore. Interested Parties Can Reach Us Now.,50101,399042,690276,561192,1,Sports Car,"PARF Car, Low Mileage Car",TRUE
Lexus RX350,64000,34490,2-Jan-10,384,2009,"13,500 km ",Auto,3456,3100,204.0 kW (273 bhp) View specs of the Lexus RX350 (2009-2012),1975,"Keyless, Start Button, Memory Seats, Auto Gate, New Tyres.","Full Original, Serviced By Borneo Motor.","Seldom Drive, Owner Living Overseas, WhatsApp Only And Viewing By Appointment.",21301,55421,55421,32723,1,SUV,"PARF Car, Direct Owner Sale, Low Mileage Car",TRUE
Audi A6 2.0A TFSI MU,82800,13780,29-Jun-13,1655,2013,"60,000 km ",Auto,1984,1194,132.0 kW (177 bhp) View specs of the Audi A6 (2011),1565,"Inline 4 Turbo, 177Bhp, 320Nm, Multi-Tronic Transmission, FWD, ESP, MultiFunction Steering, Shift Paddle, Comfort Key, Drive Select, Cruise Control.","Dual Climatic Control Aircon, Rear Aircon, Electric Control Seats With Memory, Electronic Park Brake, Auto Retractable Side Mirrors, Day Running Light","Just Arrived. Good Condition Inside, View To Believe. High Loan And High Trade In Available. Price Negotiable. Call Now Or Visit Our Showroom Today!",83001,38158,40422,65998,2,Luxury Sedan,PARF Car,TRUE
Honda Accord Euro R (COE till 09/2027),83888,9540,28-Sep-07,3204,2007,"180,000 km ",Manual,1998,1331,162.0 kW (217 bhp) View specs of the Honda Accord Euro R (2005-2007),1390,"Powerful 2.0L K20A DOHC 16V I-VTEC Engine, 220BHP, 6 Speed Manual Transmission, Dual SRS Airbags, Retractable Mirrors, J's Racing Exhaust With Cert.","JBT 4-Pot BBK, 17"" Advans Rims, RE003 Tyres, Tein Flex Z Suspensions, Gruppe M Intake, Cusco Strt Bar, Ultra Racing Rollbar, Spoon Bumpers, J's Wing.","A Sporty Championship White Body Monster Equip With A Short Shifter For Smooth And Fast Transmission, Serviced Regularly And Maintained By Meticulous Owner. Accident Free. Buy With A Peace Of Mind. New Roof Linings. Hurry! All Trade Ins Accepted. High Loan Up To 90% Available. Well Kept Inside Out. View To Believe It's Condition. Call Now To View This Head Turner. Stocks Parts Available If Needed.",50355,23022,25325,44285,6,Sports Car,"COE Car, Premium Ad Car",TRUE
Volkswagen Golf R 5DR,129999,17040,27-Feb-15,2263,2014,"37,000 km ",Auto,1984,1194,206.0 kW (276 bhp) View specs of the Volkswagen Golf (2012),1420,2.0L 4 Cylinder 16 Valve TSI Turbocharged Engine Producing 276Bhp And 380Nm Torque Coupled With 6 Speed DSG Auto. 4 Motion All Wheel Drive.,"Dynamic Chassis Control, Launch Control, Paddle Shifters, Keyless Entry/Start, 8"" Discover Pro Multimedia And GPS System, Sunroof, Solar Film.","Golf R.276 BHP, 0 To 100Km/H In 4.9 Secs. Best Bang For The Buck. Low Mileage, Fully Serviced By VW With Records. Fully Stock With Zero Modifications. All Wheel Drive.",74000,40252,48353,82226,2,Sports Car,"PARF Car, Direct Owner Sale, Low Mileage Car",TRUE
Toyota Corolla Altis 1.6A,77000,8370,13-Dec-16,2914,2016,"21,000 km ",Auto,1598,742,90.0 kW (120 bhp) View specs of the Toyota Corolla Altis (2014),1215,"1.6L 4 Cylinders Inline 16 Valves Dual VVT-i Engine, CVT Auto Transmission, ABS, Airbags, Auto Headlights, Multi-Function Steering, Fog Lamps.","Sports Rims, Leather Seats, LCD Monitor, Side Mirror Indicator, Electric And Memory Seats, Reverse Sensors, Keyless.",One Of The Cheapest Unit In The Market. Well Maintained By One Owner With Low Mileage. Accident Free. Bank Loan/In House Loan Available. Trade In Welcome. Call For Appointment Today.,52668,19990,19990,57141,1,Mid-Sized Sedan,"PARF Car, Direct Owner Sale",TRUE
Maserati GranTurismo Cambiocorsa,174000,41460,14-Sep-11,1000,2011,"53,000 km ",Auto,4691,5030,323.0 kW (433 bhp) View specs of the Maserati GranTurismo (2008),1880,"4.7 Litre V8, Producing 433BHP And 490Nm Torque. 6 Speed F1 Gearbox Developed By FERRARI. 0-100Km/H In 4.6 Secs.","Full Carbon Interior Panels, BMC Filter, 21"" HRE Wheels.","Facelifted Original Stradale Hood, Bumper, Headlights. Equipped With Full Carbon Bodykit. New PSS Tyres, Clutch Change At 43,000Km. Glass Ceramic Glass Coating. No Expenses Spared In Upkeeping. Always Parked In Shelter. Low Mileage At Less Than 8,000km/Year. Pristine And Best Condition GranTurismo In Singapore. View To Appreciate.",70117,119672,119672,91109,6,Sports Car,"PARF Car, Direct Owner Sale, Low Mileage Car",TRUE
BMW 3 Series 325i Convertible (COE till 05/2027),80800,9590,17-May-07,3073,2007,"138,000 km ",Auto,2497,1976,160.0 kW (214 bhp) View specs of the BMW 3 Series Sedan (2005-2012),1760,Smooth Transmission And Powerful Sports Car. Beautifully Maintained And Regularly Serviced.,"All Major Wear And Tear Changed, With $15k Receipts Proof Car In Tip Top Condition.","COE Expiry Date Is 16 May 2027, PQP Paid Is $52.5K.",52491,53981,59380,44236,3,Sports Car,"COE Car, Direct Owner Sale",TRUE
Toyota Vios 1.5A S (COE till 05/2027),45000,5350,9-May-07,3065,2007,"151,500 km ",Auto,1497,752,80.0 kW (107 bhp) View specs of the Toyota Vios (2003-2007),1040,"Reliable 1.5L 4 Cylinders Inline 16 Valves DOHC VVT-i, Auto Transmission, Dual SRS Airbags.",Stock Condition.,"Depreciation Less Than $6k Yearly, Only 2 Owners, 3 Owners Due To COE Renewal, Major Servicing Completed During COE Renewal, Well Maintained.",50665,13827,15210,42586,3,Mid-Sized Sedan,"COE Car, Direct Owner Sale",TRUE
Mercedes-Benz C-Class C180 CGI Coupe,68800,13720,19-Oct-12,1400,2012,"105,000 km ",Auto,1595,740,115.0 kW (154 bhp) View specs of the Mercedes-Benz C-Class Saloon (2011-2014),1505,"1.6L 4 Cylinder Turbocharged Engine, 154Bhp, 7G-Tronic Auto Transmission. Steering And Cruise Control. DRL. Auto Headlights. Rain Sensor. ECO.","Leather Seats, Auto Climate Control Aircon, Bluetooth Interface, Parktronic Parking Guidance, Sports Rims.","Bank Interest At 1.98% Only! Guaranteed Lowest Depreciation In The Market, Price Still Negotiable, Priced To Let Go, Serviced By C&C With Receipts To Prove, Owner Upgrading, No Gimmicks, Very Well Maintained By Owner, Drive A Luxury Sports Car At Affordable Depreciation Of $12k Plus Only, Flexible 70% To 90% Loan Available, High Trade In For Your Car! Own",73501,31938,31938,49053,3,Sports Car,PARF Car,TRUE
Chevrolet Orlando 1.4A Turbo LS,68800,9240,22-Jun-15,2378,2014,"39,000 km ",Auto,1362,604,103.0 kW (138 bhp) View specs of the Chevrolet Orlando (2011-2018),1650,"Responsive 1.4L DOHC 16V ECOTEC Turbocharged Engine, 6 Speed Auto Transmission, ABS, SRS Airbags, Traction/Cruise Control, Auto Climate Aircon Control","Multi Function Steering, 16"" Sports Rims, Leather Seats, Factory Integrated Infotainment Systems With GPS Navigation And Reverse Camera.","1 Owner, High Paper Value Of $63k, Selling Only Paper Plus Body, Very Low Mileage Done, PARF Value Of $8510, 10% Down Payment, Flexible Loan, Please Call For Viewing. Hurry, Don't Miss!",75002,17020,17020,61712,1,MPV,"PARF Car, Premium Ad Car",TRUE
Mercedes-Benz B-Class B180 Style,114800,12710,13-Jan-17,2950,2016,"24,000 km ",Auto,1595,740,90.0 kW (120 bhp) View specs of the Mercedes-Benz B-Class (2012),1425,1.6L Inline 4 Cylinder Turbocharged Engine. 120BHP. 7G-DCT Auto Transmission. Multi Function Steering. Knock Down Rear Seats.,Factory Fitted Audio System And Bluetooth. Reverse Cam. Dual Electric Leather Seats. Multi Function Display. LED Headlights And DRL.,"1 Careful Lady Owner, Immaculate Condition. Lastest Facelifted Model. Fully C&C Service Unit! C&C Warranty Till Jan 2020. Huge Massive Saving From Brand New Unit! No Repairs Needed. Original Paintwork Since Day 1. Super Mint Condition Interior With Smooth Running Engine And Gearbox. A Deal Not Be Missed! Please Call Our Sales Consultant For More Enquires Now.",53334,26380,23932,61084,1,Hatchback,"PARF Car, Premium Ad Car",TRUE
Lamborghini Aventador LP700-4,968000,115110,22-Aug-14,2073,2014,"2,818 km ",Auto,6498,7856,515.0 kW (690 bhp) View specs of the Lamborghini Aventador (2011-2017),1690,"Naturally Aspirated V12 Engine Producing 700CV And 690NM Of Torque. 0-100Km/H In 2.9s With Max Speed 350km/h. Carbon Monocoque, Push Rod Suspension.","Navigation System, Lifter, 20"" Imperione Rims, Park Assist Sensors With Rear Camera, Fully Electric And Heated Seats, Branding Package And More.","Pristine Condition With The Lowest Mileage In The Market, Exterior Paint In Nero Aldebaran With Elegante Leather Interior In Terra Semele. Call To Inquire More Information And Arrange For Viewing.",65301,362948,625307,506157,3,Sports Car,"PARF Car, Rare & Exotic, Premium Ad Car, Low Mileage Car",TRUE
BMW Z4 sDrive28i,80800,18270,25-Nov-11,1071,2011,"122,000 km ",Auto,1997,1210,180.0 kW (241 bhp) View specs of the BMW Z4 (2009-2013),1420,Powered By 2.0L 4 Cylinders Inline TwinPower Turbocharged Engine. 8 Speed Automatic Gearbox With Steptronic. Producing A Powerful 241Bhp.,"Multi Control Steering Wheel With Paddle Shifter, Dual Climate Control, Reverse Sensors, Sport Mode.",Lowest Depreciation Agent Bumble Bee Unit With Beautiful Yellow Stitched Two Tone Interior. Well Maintained By Careful Owner. No Modifications Fully Stock Condition With Breyton Rims. Serviced & Well Groomed Regularly By Reputable Workshop. Always Parked In Sheltered Area. Own This Unit With A Peace Of Mind! Trade In And High Loans Available. Call/Whatsapp Now To Arrange An Appointment For Viewing,77340,53760,53760,55077,4,Sports Car,"PARF Car, Premium Ad Car",TRUE
McLaren 12C Spider,520000,84710,22-May-13,1618,2013,"17,000 km ",Auto,3798,3634,460.0 kW (616 bhp) View specs of the McLaren 12C Spider (2012-2017),1549,"3.8L Twin Turbo V8 Engine. BHP: 592, Torque: 600Nm, 0 To 100Km/H In 3.3sec, Top Speed: 329Km/H, 7 Speed Dual Clutch Auto Transmission.","IRIS System With Bluetooth And Local Map. USB Input, Front And Rear Parking Sensors, Original McLaren Rims In Diamond Cut Stealth Finished!","Agent Unit In Stunning Volcano Orange Paintwork Maintained In Pristine Condition. Full Black Leather Interior, Carbon Fibre Side Blades, Brand New Set Of Tires, IRIS Software Upgraded, Optioned Rims & More.",91910,288033,288033,242416,2,Sports Car,"PARF Car, Rare & Exotic, Low Mileage Car",TRUE
Toyota Wish 1.8A,84999,9830,1-Aug-16,2783,2016,"46,000 km ",Auto,1798,976,105.0 kW (140 bhp) View specs of the Toyota Wish (2009-2018),1360,"Direct Owner Selling, 1.8L DOHC 16 Valves Dual VVT-I Engine, 140Bhp, 7 Speeds CVT Auto Transmission. ABS/SRS Airbags.","Keyless Entry Start/Stop, Reverse Sensors, Bluetooth/Bluetooth Audio, Auto Climate Control, Eco Mode, Knockdown Rear Seats.","Under Borneo Motors Warranty. Full Borneo Motor Service. Change New Battery. Low Mileage. 100% Accident Free. Excellent Condition. Extra Feature 1 Ceramic Pro Nano Coating 5 Layers, 2nd Row Aircon Blower From Japan, Auto Folding Mirror.",57508,19955,19955,58877,1,MPV,"PARF Car, Direct Owner Sale",TRUE
Honda Fit 1.5A RS (COE till 12/2028),49000,4880,23-Dec-08,3659,2008,"164,040 km ",Auto,1496,682,88.0 kW (118 bhp) View specs of the Honda Fit (2008-2013),1080,"1.5L I-VTEC, 118 Bhp, Fuel Efficient Engine, Responsive 4 Cylinders Inline 16 Valves, 7 Speed. CVT Auto Transmission, Airbags, ABS, Paddle Shifter.","New 15"" Sports Rims, Double Din DVD Player, Reverse Sensors, Digital Aircon Control, Knockdown Rear Seats, Paddle Shifter.","Flexible Loan Available, 1 Lady Owner, Well Maintained, New Paintwork, New 10 Years COE, Well Kept Interior. No Repairs Needed, Well Maintained, No GST.",27571,18607,18607,27662,2,Hatchback,"COE Car, Direct Owner Sale",TRUE
Skoda Octavia 1.4A TSI,22900,8990,9-Dec-09,355,2009,"149,000 km ",Auto,1390,620,90.0 kW (120 bhp) View specs of the Skoda Octavia (2009-2015),1285,Multifunction Steering With Paddle Shifts.Split Folding Rear Seats With Isofix.Auto Mirror Tilting When Reversing. Rear Roller Blind. Huge Boot W Hook,"Magnetic Shades. 17"" Rims With PS4 Tyres/Orange TPMS. LED Cabin Lights. Front DVR. Eibach Pro-kit Springs. Walk. Bonnet Insulator. Stage 1 Custom.","Well Maintained, Better Speced Than Most Jetta/Golf/A3. Accident Free. Bought From 1st Owner Directly. No Mu Failure,1 Clutch Changed W Vcs.6 Airbags. Bi-Xenon Hid W Auto Leveling. Cornering Fog Lights. Auto Headlights W Washers.Auto Wipers.Auto Dimming Mirrors. Drl,Puddle Lights,Cruise Control. Seats In Leather/Alcantara. Electrical Seats With Memory/Lumbar Support. Factory Hu,Sd Card,12 Speakers",17189,28062,28062,15726,2,Mid-Sized Sedan,"PARF Car, Direct Owner Sale",TRUE
Lexus ES250 Executive,155800,15220,13-Oct-17,3219,2017,"14,000 km ",Auto,2494,1792,135.0 kW (181 bhp) View specs of the Lexus ES 250 (2013-2018),1615,"Driver Memory Seat, Power Rear Sunshade, LED Headlights, Smart Key Entry System, Cruise Control, 10 SRS Airbags, Sunroof, Front/Rear Parking Sensors.","17"" Rim. Build-In WiFi Mirrior Link System. Front And Rear Car Camera. With Fully Cover Floor Mat, 3M Solar Film. Euro 6 Model Come With Roof Antenna.",Pearl White. Car Waxing Every Weeks. No Consignment And Car Dealers Please. Only To Direct Buyers.,48109,36195,42673,74512,1,Luxury Sedan,"PARF Car, Direct Owner Sale",TRUE
Toyota Sienta 1.5A G (OPC),74800,7560,14-Dec-17,3285,2016,"9,000 km",Auto,1496,182,80.0 kW (107 bhp) View specs of the Toyota Sienta (2015),1320,"1.5L VVTI-E CVT 4 Cylinder Inline 16V DOHC Engine, Multi Function Steering, Auto Climatic Aircon, Keyless Go, SRS Airbags, ABS, 7 Seater, LED DRL.","Integrated Rear Aircon System, Avanti Rims, Carbon Fiber Steering Wheel, Chrome Handles, Scruff Plates, Touchscreen Audio System, Auto Sliding Doors.","100% Loan Approval With Low Interest Rate! The Only OPC Japan Sienta LED G Model In SG, Specification Much Better Than Borneo, Running On VVTI-Enhanced Engine Rather Than Old Dual VVTI Engine. Upgraded Items Worth $5K. Depreciation At $7K Plus Only, High Paper Value With COE Of $41,617. Installment At $800 To $900 Monthly Only. Road Tax Till Dec 2018, Call Us For A Discussion!",24617,22427,13398,32217,1,MPV,"OPC Car, PARF Car, Almost New Car, Low Mileage Car",TRUE
BMW 6 Series 650i Coupe,125800,24970,7-Mar-12,1176,2011,"85,900 km ",Auto,4395,4568,300.0 kW (402 bhp) View specs of the BMW 650i,1770,"4.4L V8 Twin Turbocharger Engine 407Bhp/600Nm, Smooth 8 Speed Steptronic Transmission, Century Sprint In 4.6s.","M-Sport, B&O Audio System, Comfort Access, Soft Close Doors, New 20"" K-Sport Forged Rims, Sunroof, CF Spoiler And Diffuser, Brembo Brake.","Munich Agent Unit! Recently Serviced At Munich At 75k With Full Replacement Of Wear And Tear Parts Including New Brakes, Transmission Oil Etc. Highest Specs In The Market With B&O Surround Sound Audio System. Consignment Unit.",65700,90303,90303,79919,3,Sports Car,"PARF Car, Premium Ad Car",TRUE
Honda Civic 1.8A VTi-S (COE till 01/2021),19800,9270,22-Feb-06,778,2006,"165,000 km ",Auto,1799,1174,103.0 kW (138 bhp) View specs of the Honda Civic (2006-2012),1219,Powerful DOHC 16 Valves I-Vtec Powering 138HP On A Front Wheel Drive Setup Mated To A 5 Speed Automatic/Pedal Shift Gearbox With SRS Safety Airbag!,"Factory Black Leather Upholstery With Nice Dashboard Coupled With A Built In Stereo. Reverse Sensors, Alarm And Tinted Films.",Consignment Unit. Viewing By Appointment Only!,29308,21920,24112,12526,2,Mid-Sized Sedan,"COE Car, Consignment Car",TRUE
BMW 3 Series 325i Convertible,45000,18610,30-Sep-09,286,2009,"115,000 km ",Auto,2497,1796,160.0 kW (214 bhp) View specs of the BMW 3 Series Sedan (2005-2012),1685,"2.5L 6 Cylinders Inline 6, 214 Bhp, 6 Speed Automatic DTC Transmission With Tiptronic Gearbox, 6 x Airbags, Cruise Control, Hard Top Convertible.","Original Leather Seats, Factory Fitted Audio System, Multi Function Steering, Xenon Headlamps, Electric Memory Seats, Dual Zone Climate Control.",Perfectly Maintained With Regular Servicing With Wear And Tear Parts Upgrade. Accident Free. Kept In The Best Of Condition Always. Trade In And Loan Available. For Sale With Two Digit Numberplate. Please Call For An Appointment.,19830,60433,60433,31792,2,Sports Car,"PARF Car, Premium Ad Car",TRUE
Volkswagen Golf 1.4A TSI EQP,95000,10030,31-Aug-17,3177,2016,"20,000 km ",Auto,1395,624,92.0 kW (123 bhp) View specs of the Volkswagen Golf (2012),1249,Fuel Efficient Car. Responsive And Powerful Car With Effortless Acceleration Needed. Family Orientated Car. Rarely Used As This Is A Spare Car.,"High Specs EQP Model With Sunroof. Touch Screen Apple Connect Infotainment System With Reverse Cam, GPS, Park Assist.",3 Years Free Servicing And 4 Years Warranty. First Servicing Was Done.,42801,23700,15180,48698,1,Hatchback,"PARF Car, Direct Owner Sale",TRUE
Kia Carens 2.0A,73800,9050,30-Nov-15,2536,2015,"40,509 km ",Auto,1999,1212,122.0 kW (163 bhp) View specs of the Kia Carens (2015-2016),1544,2.0L Economical 16V DOHC GDI Engine. 6 Speed Auto Transmission. Eco Drive.,Keyless Entry. Cruise Control. Knockdown Seats. Auto Electric Folding Side Mirrors. Multi Function Steering.,"7 Seater! $2000 Republic Auto Warranty Workshop Credit! Maintained And Warranty By Cycle Carriage Until Nov 2020, Almost New Condition And Well Taken Care By 1 Owner. Authorized 70% Bank Loan At 2.28%. Please Call Now To Arrange An Appointment For Viewing.",57501,21066,21493,56181,1,MPV,PARF Car,TRUE
Volvo S80 T5 Drive-E,95900,10760,19-Jul-16,2770,2016,"90,000 km ",Auto,1969,1176,180.0 kW (241 bhp) View specs of the Volvo S80 (2006-2016),1672,"Airbags,ABS,Powerful 2.0L 4 Cylinder In-house Turbocharged Engine,8 Speed Drive-E Auto, Cruise Control, Keyless Entry/Start, Parking Assist.","Leather Seats, Sports Rim, Factory Fitted Audio System, Bluetooth, Multi Function Steering","Serviced By Wearnes, Accident Free, One Owner, Loans Can Be Arranged With Dealer.",56089,25841,28178,63761,1,Luxury Sedan,"PARF Car, Direct Owner Sale",TRUE
Subaru Forester 2.0XT,110000,12390,19-Jan-17,2955,2016,"30,000 km ",Auto,1998,1210,177.0 kW (237 bhp) View specs of the Subaru Forester (2013),1682,"Keyless Entry, 2.0 Turbo, Auto With Two Sport Modes, Full Black Leather Interior, Large Sunroof, Touchscreen Entertainment System, Cruise Control, 4x4","Black Edition STI Body Kit, STI Interior Touches, STI Strut Brace, Fold Flat Rear Seats, Auto Wipers, Auto Lights, Daytime LED Lights","Subaru Forester 2.0 XT Black Edition ST I. Fully Serviced By Agent Since Day 1. Warranty Till Jan 2022. 1 Owner. Low Mileage. Well Maintained And Taken Care Of. 100% Accident Free With No Repairs Needed, Harman Kardon Sound System",53106,19237,19237,57465,1,SUV,"PARF Car, Direct Owner Sale",TRUE
Porsche Boxster 2.9A PDK,100000,23810,20-Aug-11,976,2009,"96,000 km ",Auto,2893,2260,188.0 kW (252 bhp) View specs of the Porsche Boxster (2005-2012),1440,7-speed PDK Gearbox. Flat 6 Engine Producing 252bhp At 280Nm Torque. 0-100km/h At 5.7s. Top Speed 262km/hr.,"Pioneer 8850 Head Unit With Smart Phone And Bluetooth Connection. Manual Wind Deflector, New Tires, Brake Pads, ATF Flushed. Automated Seats.","Well Maintained By Porsche Specialist. Road Tax Paid Till April 2018. Drive Till Aug 2021 And Get Back Parf $36k Plus Body $1 5k Total $51K. $100K - $51K Ã· 32 Months = $18K Depreciation Per Year. Owner Upgrading. There's No Old Porsches, Only New Owner! Well Maintained, No Repairs Required.",65521,72163,72163,60890,2,Sports Car,"PARF Car, Direct Owner Sale",TRUE
Kia Cerato K3 1.6A Sunroof,67880,7160,19-Apr-17,3045,2017,"18,400 km ",Auto,1591,738,95.3 kW (127 bhp) View specs of the Kia Cerato K3 (2013-2018),1295,1.6L Fuel Efficient Engine Paired With A Smooth Auto Gearbox.,"Sunroof, Bluetooth, Navigation, Factory Fitted Audio, Sports Rims And Body Kit, Camera, Keyless Entry And Start.","Well Maintained, No Repairs, Beautiful Grey/Black Interior, Comfort, And Spacious And Low Mileage. Please For Viewing, Whatsapp/SMS/Email Preferred.",51765,16207,16207,55383,1,Mid-Sized Sedan,"PARF Car, Direct Owner Sale",TRUE
